original-domain,domain-name,issuer-name,issuer-country,cert-start,cert-end,cert-duration,fuzzer,http-active,https-active,dns-ns,dns-a,dns-mx,geoip-country,banner-http,ssdeep-score
bell.ca,vld-mybell.bell.ca,Entrust Inc.,US,2020-07-20,2022-07-20,730,original*,0,0,,206.47.98.196,,,,
bell.ca,vld-src-cdn.bell.ca,Entrust Inc.,US,2020-07-20,2022-07-20,730,original*,0,0,,206.47.98.196,,,,
bell.ca,data1.bell.ca,Entrust Inc.,US,2020-07-17,2022-07-17,730,original*,1,1,,18.206.109.10,,,jag,0.0
bell.ca,dtmanaged.bell.ca,Entrust Inc.,US,2020-07-17,2022-07-17,730,original*,0,0,!ServFail,184.150.84.68,,,,
bell.ca,ask-hr-va-en-bot.int.bell.ca,Entrust Inc.,US,2020-07-17,2022-07-17,730,original*,0,0,,,,,,
bell.ca,ask-hr-va-fr-bot.int.bell.ca,Entrust Inc.,US,2020-07-17,2022-07-17,730,original*,0,0,,,,,,
bell.ca,sft1.core.com.int.bell.ca,Entrust Inc.,US,2020-07-16,2022-07-16,730,original*,0,0,,,,,,
bell.ca,sft2.core.com.int.bell.ca,Entrust Inc.,US,2020-07-16,2022-07-16,730,original*,0,0,,,,,,
bell.ca,sft3.core.com.int.bell.ca,Entrust Inc.,US,2020-07-16,2022-07-16,730,original*,0,0,,,,,,
bell.ca,sft4.core.com.int.bell.ca,Entrust Inc.,US,2020-07-16,2022-07-16,730,original*,0,0,,,,,,
bell.ca,sit1.core.com.int.bell.ca,Entrust Inc.,US,2020-07-16,2022-07-16,730,original*,0,0,,,,,,
bell.ca,sit2.core.com.int.bell.ca,Entrust Inc.,US,2020-07-16,2022-07-16,730,original*,0,0,,,,,,
bell.ca,owaapps.exchange.bell.ca,Entrust Inc.,US,2020-07-15,2022-07-15,730,original*,0,0,,,,,,
bell.ca,utmsvc-uat2020.int.bell.ca,Entrust Inc.,US,2020-07-15,2022-07-15,730,original*,0,0,,,,,,
bell.ca,utmsvc-uat.int.bell.ca,Entrust Inc.,US,2020-07-15,2022-07-15,730,original*,0,0,,,,,,
bell.ca,utmsvc-sit2020.int.bell.ca,Entrust Inc.,US,2020-07-15,2022-07-15,730,original*,0,0,,,,,,
bell.ca,utmsvc-sit.int.bell.ca,Entrust Inc.,US,2020-07-15,2022-07-15,730,original*,0,0,,,,,,
bell.ca,dcobw6-126.qc.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,dcobw6-127.qc.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,dmoy29-107.on.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,dmoy29-108.on.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,lantern-on.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,lantern-qc.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,test-lantern-on.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,test-lantern-qc.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,lantern-uat-on.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,lantern-uat-qc.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,test-lantern-uat-on.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,test-lantern-uat-qc.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,vcm-origin.nscreen.iptv.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,1,1,,209.71.229.130,,,,0.0
bell.ca,vcm-origin-stg.nscreen.iptv.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,1,1,,209.71.217.36,,,,
bell.ca,bnet-miles-pprd.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,MTRLPQDC281-025.qc.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,tdbx-pprd.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,tpvs-pprd.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,bnet-miles.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,MTRLPQDC281-024.qc.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,tdbx.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,tpvs.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,pcidts.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,pcidts-pp-esb.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,pcidts-esb.int.bell.ca,Entrust Inc.,US,2020-07-14,2022-07-14,730,original*,0,0,,,,,,
bell.ca,utm-uat2020.int.bell.ca,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,utm-uat.int.bell.ca,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,utm-sit2020.int.bell.ca,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,utm-sit.int.bell.ca,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,corporateclientcare-qa.bell.ca,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,206.47.98.158,,,,
bell.ca,CDOPWA-610.ON.BELL.CA,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,localhost.on.bell.ca,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,www90.interaction.bell.ca,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,1,1,!ServFail,206.47.249.21,,,BigIP,0.0
bell.ca,CWYPWA-641.ON.BELL.CA,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,CDOPWA-611.ON.BELL.CA,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,CWYPWA-640.ON.BELL.CA,Entrust Inc.,US,2020-07-10,2022-07-10,730,original*,0,0,,,,,,
bell.ca,developer-api.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,1,,184.150.84.194,,,,
bell.ca,www90.fs3.interaction.intranet.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,bpitesttool2.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,bpitesttool.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE1-api-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE1-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE1-cdn-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE1-ds-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE1-services-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE1-tech-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE1-WI-BP.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE2-api-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE2-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE2-cdn-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE2-ds-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE2-services-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE2-tech-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE2-WI-BP.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE-BP.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE-ds-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE-tech-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,BTE-WI-BP.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,KLINGON-api-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,KLINGON-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,KLINGON-cdn-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,KLINGON-ds-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,KLINGON-services-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,KLINGON-tech-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,KLINGON-WI-BP.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,VULCAN-api-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,VULCAN-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,VULCAN-cdn-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,VULCAN-ds-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,VULCAN-services-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,VULCAN-tech-bp.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,VULCAN-WI-BP.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,www90.interaction.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,1,1,!ServFail,206.47.249.21,,,BigIP,0.0
bell.ca,obm.gps.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,staging-gitlab.int.bell.ca,Entrust Inc.,US,2020-07-09,2022-07-09,730,original*,0,0,,,,,,
bell.ca,psgmslogesm001.ms.bell.ca,Entrust Inc.,US,2020-07-08,2022-07-08,730,original*,0,0,,,,,,
bell.ca,rsgmslogesm101.ms.bell.ca,Entrust Inc.,US,2020-07-08,2022-07-08,730,original*,0,0,,,,,,
bell.ca,anacmp.qc.bell.ca,Entrust Inc.,US,2020-07-08,2022-01-31,572,original*,0,0,,,,,,
bell.ca,www.appcentre.businessportal.bell.ca,Entrust Inc.,US,2020-07-08,2022-07-08,730,original*,0,1,,184.150.212.58,,,,
bell.ca,www.businessportal.uat.bell.ca,Entrust Inc.,US,2020-07-08,2022-07-08,730,original*,1,1,,204.101.198.74,,,BigIP,0.0
bell.ca,www.app1.businessportal.uat.bell.ca,Entrust Inc.,US,2020-07-08,2022-07-08,730,original*,1,1,,204.101.198.75,,,BigIP,
bell.ca,www.interaction.businessportal.bell.ca,Entrust Inc.,US,2020-07-08,2022-07-08,730,original*,0,0,,184.150.84.195,,,,
bell.ca,sapgateway-qa.intranet.bell.ca,Entrust Inc.,US,2020-07-08,2022-04-27,658,original*,0,0,,,,,,
bell.ca,obm.gps.int.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-07,730,original*,0,0,,,,,,
bell.ca,im.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,1,,69.158.195.216,,,,
bell.ca,ums1vsacicn.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,ums2vsacicn.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,ums.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,uss1vsacicn.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,uss2vsacicn.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,uss.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,xs1vsacicn.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,xs2vsacicn.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,xs3vsacicn.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,xsi-xsp.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,xsp.icn.itech.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-09,732,original*,0,0,,,,,,
bell.ca,psgmsprogsmn001.ms.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-07,730,original*,0,0,,,,,,
bell.ca,psgmsprogsmn101.ms.bell.ca,Entrust Inc.,US,2020-07-07,2022-07-07,730,original*,0,0,,,,,,
bell.ca,dcxapigw384.preprod.dcx.int.bell.ca,Entrust Inc.,US,2020-07-07,2022-01-21,563,original*,0,0,,,,,,
bell.ca,dcxapigw.preprod.dcx.int.bell.ca,Entrust Inc.,US,2020-07-07,2022-01-21,563,original*,0,0,,,,,,
bell.ca,dcacky.qc.bell.ca,Entrust Inc.,US,2020-07-07,2022-10-06,821,original*,0,0,,,,,,
bell.ca,sapfinance.intranet.bell.ca,Entrust Inc.,US,2020-07-06,2022-07-06,730,original*,0,0,,,,,,
bell.ca,dcxapigw.preprod.dcx.int.bell.ca,Entrust Inc.,US,2020-07-06,2022-01-21,564,original*,0,0,,,,,,
bell.ca,wacjb64stg.bell.ca,Entrust Inc.,US,2020-07-06,2022-07-06,730,original*,0,0,,184.150.212.81,,,,
bell.ca,wacjb64training.bell.ca,Entrust Inc.,US,2020-07-06,2022-07-06,730,original*,0,0,,184.150.212.81,,,,
bell.ca,wacstg.bell.ca,Entrust Inc.,US,2020-07-06,2022-07-06,730,original*,0,0,,184.150.212.81,,,,
bell.ca,wactraining.bell.ca,Entrust Inc.,US,2020-07-06,2022-07-06,730,original*,0,0,,184.150.212.81,,,,
bell.ca,www.wecarejb64-stg.bell.ca,Entrust Inc.,US,2020-07-06,2022-07-06,730,original*,0,0,,184.150.212.81,,,,
bell.ca,www.wecare-stg.bell.ca,Entrust Inc.,US,2020-07-06,2022-07-06,730,original*,0,0,,184.150.212.81,,,,
bell.ca,sapbdi.intranet.bell.ca,Entrust Inc.,US,2020-07-03,2022-07-03,730,original*,0,0,,,,,,
bell.ca,pcidts-qa-esb.int.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,pcidts-qa.int.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,pt.core.com.int.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,pt.core.com.on.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,pt.core.com.qc.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,stg.core.com.int.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,stg.core.com.on.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,stg.core.com.qc.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,acareapp.int.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,dcocmi.qc.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,dm4chq.on.bell.ca,Entrust Inc.,US,2020-07-02,2022-07-02,730,original*,0,0,,,,,,
bell.ca,sapwebapp-apss.intranet.bell.ca,Entrust Inc.,US,2020-06-30,2022-06-30,730,original*,0,0,,,,,,
bell.ca,pprd-certauthn.bep.bell.ca,Entrust Inc.,US,2020-06-29,2022-06-29,730,original*,0,0,,184.150.84.189,,,,
bell.ca,cwmp.bcap.int.bell.ca,Entrust Inc.,US,2020-06-29,2022-06-29,730,original*,0,0,,,,,,
bell.ca,ValidationCDN-support.bell.ca,Entrust Inc.,US,2020-06-26,2022-06-26,730,original*,0,0,,,,,,
bell.ca,VfoCDN-support.bell.ca,Entrust Inc.,US,2020-06-26,2022-06-26,730,original*,0,0,,,,,,
bell.ca,VldCDN-support.bell.ca,Entrust Inc.,US,2020-06-26,2022-06-26,730,original*,0,0,,,,,,
bell.ca,stagingacs.bell.ca,Entrust Inc.,US,2020-06-26,2022-06-26,730,original*,1,1,,184.151.127.96,,,Apache,
bell.ca,bbm-site-preview1.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,bbm-site-preview1-ON.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,bbm-site-preview1-QC.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,bbm-site-preview2.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,bbm-site-preview2-ON.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,bbm-site-preview2-QC.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,business-p1.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,business-p2.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,entreprise-p1.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,entreprise-p2.int.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,sapbdi.intranet.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,connexiontotale.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,liaisonssip.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,ontario.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,ontario.totalconnect.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,portailsnu.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,,67.69.241.28,,,BigIP,0.0
bell.ca,siptrunking.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,snr.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,!ServFail,67.69.237.29,,,BigIP,0.0
bell.ca,snrportal.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,snu.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,!ServFail,67.69.241.28,,,BigIP,0.0
bell.ca,totalconnect.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,mtl02vnszs07.srvr.bell.ca,67.69.237.29,,,BigIP,0.0
bell.ca,www.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,!ServFail,67.69.241.28,,,BigIP,0.0
bell.ca,www.ontario.totalconnect.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,,,,,
bell.ca,www.totalconnect.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,1,!ServFail,67.69.237.29,,,BigIP,0.0
bell.ca,beta.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.liaisonssip.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.ontario.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.ontario.totalconnect.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.siptrunking.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.snr.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,0,0,,67.69.242.66,,,,
bell.ca,beta.snu.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.totalconnect.bell.ca,Entrust Inc.,US,2020-06-25,2022-06-25,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,cause.bell.ca,Amazon,US,2020-06-25,2021-07-25,395,original*,1,1,ns-1006.awsdns-61.net,13.225.190.102,,,CloudFront,0.0
bell.ca,letstalk.bell.ca,Amazon,US,2020-06-25,2021-07-25,395,original*,1,1,ns-1006.awsdns-61.net,13.225.190.102,,,CloudFront,0.0
bell.ca,beta.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.liaisonssip.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.ontario.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.ontario.totalconnect.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.siptrunking.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.snr.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,0,0,,67.69.242.66,,,,
bell.ca,beta.snu.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,beta.totalconnect.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,1,0,,67.69.241.66,,,BigIP,
bell.ca,sapfinance-qa.intranet.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,0,0,,,,,,
bell.ca,apss-qa.intranet.bell.ca,Entrust Inc.,US,2020-06-24,2022-06-24,730,original*,0,0,,,,,,
bell.ca,singleviewprod.int.bell.ca,Entrust Inc.,US,2020-06-23,2022-02-28,615,original*,0,0,,,,,,
bell.ca,api-sft02.bell.ca,Entrust Inc.,US,2020-06-23,2022-06-23,730,original*,0,0,,184.150.84.191,,,,
bell.ca,hots.businessportal.bell.ca,Entrust Inc.,US,2020-06-22,2022-06-22,730,original*,0,1,,184.150.210.162,,,,
bell.ca,anacq5.qc.bell.ca,Entrust Inc.,US,2020-06-22,2022-01-31,588,original*,0,0,,,,,,
bell.ca,anaccu.qc.bell.ca,Entrust Inc.,US,2020-06-22,2022-01-31,588,original*,0,0,,,,,,
bell.ca,sapfinance-dev.intranet.bell.ca,Entrust Inc.,US,2020-06-19,2022-06-19,730,original*,0,0,,,,,,
bell.ca,wfmlegacy.int.bell.ca,Entrust Inc.,US,2020-06-19,2022-06-19,730,original*,0,0,,,,,,
bell.ca,connexiontotale.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,liaisonssip.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,ontario.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,ontario.totalconnect.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,portailsnu.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,,67.69.241.28,,,BigIP,0.0
bell.ca,siptrunking.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,snr.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,!ServFail,67.69.237.29,,,BigIP,0.0
bell.ca,snrportal.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,,67.69.237.29,,,BigIP,0.0
bell.ca,snu.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,!ServFail,67.69.241.28,,,BigIP,0.0
bell.ca,totalconnect.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,mtl02vnszs07.srvr.bell.ca,67.69.237.29,,,BigIP,0.0
bell.ca,www.connexiontotale.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,!ServFail,67.69.241.28,,,BigIP,0.0
bell.ca,www.ontario.totalconnect.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,0,0,,,,,,
bell.ca,www.totalconnect.bell.ca,Entrust Inc.,US,2020-06-19,2022-09-18,821,original*,1,1,!ServFail,67.69.237.29,,,BigIP,0.0
